customer,distribution_method,date,planned_method,final_method,completed_at,last_box_date,datetime,weekday,hour,morning_afternoon,is_unenrolled,completed_days_after,deviation_from_plan,deviation_from_current,deviation_summary,no_show
Customer 11,pickup,2022-06-24,pickup,pickup,2022-06-25 11:45:05-04:00,,2022-06-24 00:00:00-04:00,Saturday,11,Morning,False,1.4896412037037037,False,False,as planned,False
Customer 7,pickup,2022-06-24,pickup,pickup,2022-06-24 17:03:31-04:00,,2022-06-24 00:00:00-04:00,Friday,17,Afternoon,False,0.710775462962963,False,False,as planned,False
Customer 55,pickup,2022-06-24,pickup,pickup,2022-06-24 16:08:30-04:00,,2022-06-24 00:00:00-04:00,Friday,16,Afternoon,False,0.6725694444444444,False,False,as planned,False
Customer 33,pickup,2022-06-24,pickup,pickup,2022-06-25 14:55:45-04:00,,2022-06-24 00:00:00-04:00,Saturday,14,Afternoon,False,1.6220486111111112,False,False,as planned,False
Customer 10,delivery,2022-06-24,pickup,pickup,2022-06-25 11:29:58-04:00,,2022-06-24 00:00:00-04:00,Saturday,11,Morning,False,1.4791435185185184,False,False,as planned,False
Customer 27,pickup,2022-06-24,pickup,pickup,2022-06-24 10:42:55-04:00,,2022-06-24 00:00:00-04:00,Friday,10,Morning,False,0.4464699074074074,False,False,as planned,False
Customer 16,pickup,2022-06-24,pickup,pickup,2022-06-25 12:12:11-04:00,,2022-06-24 00:00:00-04:00,Saturday,12,Morning,False,1.5084606481481482,False,False,as planned,False
Customer 3,pickup,2022-06-24,pickup,pickup,2022-06-25 15:45:03-04:00,,2022-06-24 00:00:00-04:00,Saturday,15,Afternoon,False,1.6562847222222221,False,False,as planned,False
Customer 48,pickup,2022-06-24,pickup,pickup,2022-06-25 15:23:09-04:00,,2022-06-24 00:00:00-04:00,Saturday,15,Afternoon,False,1.6410763888888888,False,False,as planned,False
Customer 53,pickup,2022-06-24,pickup,pickup,2022-06-25 10:19:18-04:00,,2022-06-24 00:00:00-04:00,Saturday,10,Morning,False,1.4300694444444444,False,False,as planned,False
Customer 15,pickup,2022-06-24,pickup,pickup,2022-06-25 14:55:38-04:00,,2022-06-24 00:00:00-04:00,Saturday,14,Afternoon,False,1.6219675925925925,False,False,as planned,False
Customer 46,pickup,2022-06-24,delivery,pickup,2022-06-24 14:14:06-04:00,,2022-06-24 00:00:00-04:00,Friday,14,Afternoon,False,0.593125,True,False,as planned,False
Customer 34,pickup,2022-06-24,pickup,pickup,2022-06-25 13:15:15-04:00,,2022-06-24 00:00:00-04:00,Saturday,13,Afternoon,False,1.5522569444444445,False,False,as planned,False
Customer 30,pickup,2022-06-24,delivery,pickup,2022-06-25 15:23:08-04:00,,2022-06-24 00:00:00-04:00,Saturday,15,Afternoon,False,1.6410648148148148,True,False,as planned,False
Customer 26,pickup,2022-06-24,pickup,pickup,2022-06-24 11:35:04-04:00,,2022-06-24 00:00:00-04:00,Friday,11,Morning,False,0.48268518518518516,False,False,as planned,False
Customer 54,pickup,2022-06-24,pickup,pickup,2022-06-24 16:38:22-04:00,,2022-06-24 00:00:00-04:00,Friday,16,Afternoon,False,0.6933101851851852,False,False,as planned,False
Customer 52,pickup,2022-06-24,pickup,pickup,2022-06-25 10:19:04-04:00,,2022-06-24 00:00:00-04:00,Saturday,10,Morning,False,1.4299074074074074,False,False,as planned,False
Customer 12,pickup,2022-06-24,pickup,pickup,2022-06-25 16:22:27-04:00,,2022-06-24 00:00:00-04:00,Saturday,16,Afternoon,False,1.6822569444444444,False,False,as planned,False
Customer 21,pickup,2022-06-24,pickup,pickup,2022-06-24 16:08:18-04:00,,2022-06-24 00:00:00-04:00,Friday,16,Afternoon,False,0.6724305555555555,False,False,as planned,False
Customer 2,pickup,2022-06-24,pickup,pickup,2022-06-25 11:07:25-04:00,,2022-06-24 00:00:00-04:00,Saturday,11,Morning,False,1.4634837962962963,False,False,as planned,False
Customer 44,pickup,2022-06-24,pickup,pickup,2022-06-25 14:55:42-04:00,,2022-06-24 00:00:00-04:00,Saturday,14,Afternoon,False,1.6220138888888889,False,False,as planned,False
Customer 47,pickup,2022-06-24,pickup,pickup,2022-06-24 11:29:08-04:00,,2022-06-24 00:00:00-04:00,Friday,11,Morning,False,0.47856481481481483,False,False,as planned,False
Customer 11,pickup,2022-07-01,pickup,pickup,2022-07-02 12:40:29-04:00,,2022-07-01 00:00:00-04:00,Saturday,12,Morning,False,1.528113425925926,False,False,as planned,False
Customer 14,pickup,2022-07-01,pickup,pickup,2022-07-01 12:46:16-04:00,,2022-07-01 00:00:00-04:00,Friday,12,Morning,False,0.5321296296296296,False,False,as planned,False
Customer 45,delivery,2022-07-01,pickup,pickup,2022-07-01 10:36:01-04:00,,2022-07-01 00:00:00-04:00,Friday,10,Morning,False,0.44167824074074075,False,False,as planned,False
Customer 33,pickup,2022-07-01,pickup,pickup,2022-07-02 10:49:58-04:00,,2022-07-01 00:00:00-04:00,Saturday,10,Morning,False,1.4513657407407408,False,False,as planned,False
Customer 10,delivery,2022-07-01,pickup,pickup,2022-07-01 13:05:25-04:00,,2022-07-01 00:00:00-04:00,Friday,13,Afternoon,False,0.5454282407407407,False,False,as planned,False
Customer 27,pickup,2022-07-01,pickup,pickup,2022-07-01 09:00:01-04:00,,2022-07-01 00:00:00-04:00,Friday,9,Morning,False,0.3750115740740741,False,False,as planned,False
Customer 16,pickup,2022-07-01,pickup,pickup,2022-07-01 16:29:59-04:00,,2022-07-01 00:00:00-04:00,Friday,16,Afternoon,False,0.687488425925926,False,False,as planned,False
Customer 3,pickup,2022-07-01,pickup,pickup,2022-07-01 16:51:23-04:00,,2022-07-01 00:00:00-04:00,Friday,16,Afternoon,False,0.7023495370370371,False,False,as planned,False
Customer 1,pickup,2022-07-01,pickup,pickup,2022-07-02 14:33:55-04:00,2022-08-06,2022-07-01 00:00:00-04:00,Saturday,14,Afternoon,True,1.606886574074074,False,False,as planned,False
Customer 15,pickup,2022-07-01,pickup,pickup,2022-07-02 13:35:33-04:00,,2022-07-01 00:00:00-04:00,Saturday,13,Afternoon,False,1.5663541666666667,False,False,as planned,False
Customer 46,pickup,2022-07-01,pickup,pickup,2022-07-01 15:39:33-04:00,,2022-07-01 00:00:00-04:00,Friday,15,Afternoon,False,0.6524652777777777,False,False,as planned,False
Customer 34,pickup,2022-07-01,pickup,pickup,2022-07-02 11:43:47-04:00,,2022-07-01 00:00:00-04:00,Saturday,11,Morning,False,1.488738425925926,False,False,as planned,False
Customer 26,pickup,2022-07-01,pickup,pickup,2022-07-01 11:12:48-04:00,,2022-07-01 00:00:00-04:00,Friday,11,Morning,False,0.4672222222222222,False,False,as planned,False
Customer 54,pickup,2022-07-01,pickup,pickup,2022-07-01 16:48:42-04:00,,2022-07-01 00:00:00-04:00,Friday,16,Afternoon,False,0.7004861111111111,False,False,as planned,False
Customer 52,pickup,2022-07-01,pickup,pickup,2022-07-01 12:46:04-04:00,,2022-07-01 00:00:00-04:00,Friday,12,Morning,False,0.5319907407407407,False,False,as planned,False
Customer 21,pickup,2022-07-01,pickup,pickup,2022-07-01 16:22:28-04:00,,2022-07-01 00:00:00-04:00,Friday,16,Afternoon,False,0.6822685185185186,False,False,as planned,False
Customer 2,pickup,2022-07-01,pickup,pickup,2022-07-01 14:44:34-04:00,,2022-07-01 00:00:00-04:00,Friday,14,Afternoon,False,0.6142824074074074,False,False,as planned,False
Customer 44,pickup,2022-07-01,pickup,pickup,2022-07-02 13:35:41-04:00,,2022-07-01 00:00:00-04:00,Saturday,13,Afternoon,False,1.5664467592592592,False,False,as planned,False
Customer 35,pickup,2022-07-01,pickup,pickup,2022-07-02 14:58:47-04:00,,2022-07-01 00:00:00-04:00,Saturday,14,Afternoon,False,1.6241550925925925,False,False,as planned,False
Customer 11,pickup,2022-07-08,pickup,pickup,2022-07-09 12:27:29-04:00,,2022-07-08 00:00:00-04:00,Saturday,12,Morning,False,1.519085648148148,False,False,as planned,False
Customer 14,pickup,2022-07-08,pickup,pickup,2022-07-08 13:49:51-04:00,,2022-07-08 00:00:00-04:00,Friday,13,Afternoon,False,0.5762847222222223,False,False,as planned,False
Customer 7,pickup,2022-07-08,pickup,delivery,2022-07-09 18:58:27-04:00,,2022-07-08 00:00:00-04:00,Saturday,18,Afternoon,False,1.7905902777777778,True,True,delivery,False
Customer 24,pickup,2022-07-08,pickup,delivery,2022-07-09 19:22:31-04:00,2022-07-22,2022-07-08 00:00:00-04:00,Saturday,19,Afternoon,True,1.8073032407407408,True,True,delivery,False
Customer 45,delivery,2022-07-08,pickup,pickup,2022-07-09 10:37:24-04:00,,2022-07-08 00:00:00-04:00,Saturday,10,Morning,False,1.4426388888888888,False,False,as planned,False
Customer 19,delivery,2022-07-08,delivery,delivery,2022-07-08 18:12:24-04:00,,2022-07-08 00:00:00-04:00,Friday,18,Afternoon,False,0.7586111111111111,False,False,as planned,False
Customer 55,pickup,2022-07-08,pickup,pickup,2022-07-09 16:48:56-04:00,,2022-07-08 00:00:00-04:00,Saturday,16,Afternoon,False,1.7006481481481481,False,False,as planned,False
Customer 33,pickup,2022-07-08,pickup,pickup,2022-07-09 15:41:18-04:00,,2022-07-08 00:00:00-04:00,Saturday,15,Afternoon,False,1.6536805555555556,False,False,as planned,False
Customer 10,delivery,2022-07-08,pickup,pickup,2022-07-08 16:32:38-04:00,,2022-07-08 00:00:00-04:00,Friday,16,Afternoon,False,0.6893287037037037,False,False,as planned,False
Customer 27,pickup,2022-07-08,pickup,pickup,2022-07-08 09:20:28-04:00,,2022-07-08 00:00:00-04:00,Friday,9,Morning,False,0.389212962962963,False,False,as planned,False
Customer 31,pickup,2022-07-08,pickup,reallocate,2022-07-09 18:06:05-04:00,2022-07-01,2022-07-08 00:00:00-04:00,Saturday,18,Afternoon,True,1.754224537037037,True,True,reallocate,False
Customer 3,pickup,2022-07-08,pickup,pickup,2022-07-09 10:23:49-04:00,,2022-07-08 00:00:00-04:00,Saturday,10,Morning,False,1.4332060185185185,False,False,as planned,False
Customer 0,delivery,2022-07-08,delivery,delivery,2022-07-09 18:58:23-04:00,,2022-07-08 00:00:00-04:00,Saturday,18,Afternoon,False,1.7905439814814814,False,False,as planned,False
Customer 48,pickup,2022-07-08,pickup,pickup,2022-07-09 15:04:49-04:00,,2022-07-08 00:00:00-04:00,Saturday,15,Afternoon,False,1.6283449074074074,False,False,as planned,False
Customer 23,delivery,2022-07-08,delivery,delivery,2022-07-08 18:12:26-04:00,,2022-07-08 00:00:00-04:00,Friday,18,Afternoon,False,0.7586342592592593,False,False,as planned,False
Customer 40,pickup,2022-07-08,pickup,delivery,2022-07-09 19:32:01-04:00,,2022-07-08 00:00:00-04:00,Saturday,19,Afternoon,False,1.813900462962963,True,True,delivery,False
Customer 38,pickup,2022-07-08,pickup,pickup,2022-07-09 13:32:51-04:00,,2022-07-08 00:00:00-04:00,Saturday,13,Afternoon,False,1.5644791666666666,False,False,as planned,False
Customer 53,pickup,2022-07-08,pickup,delivery,2022-07-09 19:40:56-04:00,,2022-07-08 00:00:00-04:00,Saturday,19,Afternoon,False,1.8200925925925926,True,True,delivery,False
Customer 15,pickup,2022-07-08,pickup,pickup,2022-07-09 14:57:44-04:00,,2022-07-08 00:00:00-04:00,Saturday,14,Afternoon,False,1.6234259259259258,False,False,as planned,False
Customer 46,pickup,2022-07-08,pickup,pickup,2022-07-09 10:05:50-04:00,,2022-07-08 00:00:00-04:00,Saturday,10,Morning,False,1.4207175925925926,False,False,as planned,False
Customer 41,delivery,2022-07-08,pickup,delivery,2022-07-08 20:28:49-04:00,,2022-07-08 00:00:00-04:00,Friday,20,Afternoon,False,0.8533449074074074,True,False,as planned,False
Customer 29,delivery,2022-07-08,pickup,delivery,2022-07-09 18:58:33-04:00,,2022-07-08 00:00:00-04:00,Saturday,18,Afternoon,False,1.7906597222222222,True,False,as planned,False
Customer 4,pickup,2022-07-08,pickup,pickup,2022-07-09 18:30:14-04:00,,2022-07-08 00:00:00-04:00,Saturday,18,Afternoon,False,1.7709953703703705,False,False,as planned,False
Customer 30,pickup,2022-07-08,pickup,delivery,2022-07-08 18:12:28-04:00,,2022-07-08 00:00:00-04:00,Friday,18,Afternoon,False,0.7586574074074074,True,True,delivery,False
Customer 36,delivery,2022-07-08,pickup,delivery,2022-07-09 18:58:35-04:00,,2022-07-08 00:00:00-04:00,Saturday,18,Afternoon,False,1.7906828703703703,True,False,as planned,False
Customer 22,delivery,2022-07-08,delivery,delivery,2022-07-08 18:12:25-04:00,,2022-07-08 00:00:00-04:00,Friday,18,Afternoon,False,0.7586226851851852,False,False,as planned,False
Customer 17,delivery,2022-07-08,pickup,delivery,2022-07-09 19:24:53-04:00,,2022-07-08 00:00:00-04:00,Saturday,19,Afternoon,False,1.8089467592592592,True,False,as planned,False
Customer 26,pickup,2022-07-08,pickup,pickup,2022-07-08 10:58:52-04:00,,2022-07-08 00:00:00-04:00,Friday,10,Morning,False,0.4575462962962963,False,False,as planned,False
Customer 54,pickup,2022-07-08,pickup,pickup,2022-07-09 11:45:19-04:00,,2022-07-08 00:00:00-04:00,Saturday,11,Morning,False,1.4898032407407407,False,False,as planned,False
Customer 39,delivery,2022-07-08,pickup,delivery,2022-07-08 20:28:48-04:00,,2022-07-08 00:00:00-04:00,Friday,20,Afternoon,False,0.8533333333333334,True,False,as planned,False
Customer 52,pickup,2022-07-08,pickup,pickup,2022-07-08 13:51:38-04:00,,2022-07-08 00:00:00-04:00,Friday,13,Afternoon,False,0.5775231481481482,False,False,as planned,False
Customer 32,delivery,2022-07-08,delivery,delivery,2022-07-08 20:28:42-04:00,,2022-07-08 00:00:00-04:00,Friday,20,Afternoon,False,0.8532638888888889,False,False,as planned,False
Customer 37,delivery,2022-07-08,delivery,delivery,2022-07-08 20:28:47-04:00,,2022-07-08 00:00:00-04:00,Friday,20,Afternoon,False,0.8533217592592592,False,False,as planned,False
Customer 9,delivery,2022-07-08,pickup,delivery,2022-07-08 20:28:44-04:00,,2022-07-08 00:00:00-04:00,Friday,20,Afternoon,False,0.853287037037037,True,False,as planned,False
Customer 21,pickup,2022-07-08,pickup,pickup,2022-07-09 11:43:51-04:00,,2022-07-08 00:00:00-04:00,Saturday,11,Morning,False,1.4887847222222221,False,False,as planned,False
Customer 44,pickup,2022-07-08,pickup,pickup,2022-07-09 14:57:56-04:00,,2022-07-08 00:00:00-04:00,Saturday,14,Afternoon,False,1.6235648148148147,False,False,as planned,False
Customer 47,pickup,2022-07-08,pickup,reallocate,2022-07-09 18:06:04-04:00,,2022-07-08 00:00:00-04:00,Saturday,18,Afternoon,False,1.754212962962963,True,True,reallocate,False
Customer 5,pickup,2022-07-08,pickup,reallocate,2022-07-09 14:44:06-04:00,2022-07-01,2022-07-08 00:00:00-04:00,Saturday,14,Afternoon,True,1.6139583333333334,True,True,reallocate,False
Customer 35,pickup,2022-07-08,pickup,pickup,2022-07-08 16:07:19-04:00,,2022-07-08 00:00:00-04:00,Friday,16,Afternoon,False,0.6717476851851852,False,False,as planned,False
Customer 18,pickup,2022-07-08,pickup,pickup,2022-07-09 16:27:22-04:00,,2022-07-08 00:00:00-04:00,Saturday,16,Afternoon,False,1.6856712962962963,False,False,as planned,False
Customer 13,pickup,2022-07-08,pickup,reallocate,2022-07-09 18:30:24-04:00,2022-08-06,2022-07-08 00:00:00-04:00,Saturday,18,Afternoon,True,1.771111111111111,True,True,reallocate,False
Customer 6,delivery,2022-07-08,delivery,delivery,2022-07-08 20:28:43-04:00,,2022-07-08 00:00:00-04:00,Friday,20,Afternoon,False,0.853275462962963,False,False,as planned,False
Customer 11,pickup,2022-07-15,pickup,pickup,2022-07-15 17:18:04-04:00,,2022-07-15 00:00:00-04:00,Friday,17,Afternoon,False,0.7208796296296296,False,False,as planned,False
Customer 14,pickup,2022-07-15,pickup,pickup,2022-07-16 09:42:21-04:00,,2022-07-15 00:00:00-04:00,Saturday,9,Morning,False,1.4044097222222223,False,False,as planned,False
Customer 45,delivery,2022-07-15,pickup,delivery,2022-07-16 14:55:43-04:00,,2022-07-15 00:00:00-04:00,Saturday,14,Afternoon,False,1.622025462962963,True,False,as planned,False
Customer 19,delivery,2022-07-15,delivery,delivery,2022-07-15 16:32:17-04:00,,2022-07-15 00:00:00-04:00,Friday,16,Afternoon,False,0.6890856481481481,False,False,as planned,False
Customer 55,pickup,2022-07-15,pickup,pickup,2022-07-16 14:19:43-04:00,,2022-07-15 00:00:00-04:00,Saturday,14,Afternoon,False,1.597025462962963,False,False,as planned,False
Customer 33,pickup,2022-07-15,pickup,pickup,2022-07-16 13:30:21-04:00,,2022-07-15 00:00:00-04:00,Saturday,13,Afternoon,False,1.5627430555555555,False,False,as planned,False
Customer 10,delivery,2022-07-15,pickup,delivery,2022-07-16 17:16:57-04:00,,2022-07-15 00:00:00-04:00,Saturday,17,Afternoon,False,1.7201041666666668,True,False,as planned,False
Customer 27,pickup,2022-07-15,pickup,pickup,2022-07-15 16:13:04-04:00,,2022-07-15 00:00:00-04:00,Friday,16,Afternoon,False,0.6757407407407408,False,False,as planned,False
Customer 16,pickup,2022-07-15,pickup,pickup,2022-07-16 11:45:46-04:00,,2022-07-15 00:00:00-04:00,Saturday,11,Morning,False,1.4901157407407408,False,False,as planned,False
Customer 3,pickup,2022-07-15,pickup,pickup,2022-07-16 09:37:43-04:00,,2022-07-15 00:00:00-04:00,Saturday,9,Morning,False,1.4011921296296297,False,False,as planned,False
Customer 0,delivery,2022-07-15,delivery,delivery,2022-07-16 16:11:43-04:00,,2022-07-15 00:00:00-04:00,Saturday,16,Afternoon,False,1.6748032407407407,False,False,as planned,False
Customer 23,delivery,2022-07-15,delivery,delivery,2022-07-16 14:55:42-04:00,,2022-07-15 00:00:00-04:00,Saturday,14,Afternoon,False,1.6220138888888889,False,False,as planned,False
Customer 40,pickup,2022-07-15,pickup,pickup,2022-07-15 17:19:41-04:00,,2022-07-15 00:00:00-04:00,Friday,17,Afternoon,False,0.7220023148148148,False,False,as planned,False
Customer 1,pickup,2022-07-15,pickup,reallocate,2022-07-16 12:29:00-04:00,2022-08-06,2022-07-15 00:00:00-04:00,Saturday,12,Morning,True,1.520138888888889,True,True,reallocate,False
Customer 53,pickup,2022-07-15,pickup,delivery,2022-07-16 17:30:46-04:00,,2022-07-15 00:00:00-04:00,Saturday,17,Afternoon,False,1.729699074074074,True,True,delivery,False
Customer 15,pickup,2022-07-15,pickup,pickup,2022-07-16 14:45:14-04:00,,2022-07-15 00:00:00-04:00,Saturday,14,Afternoon,False,1.6147453703703705,False,False,as planned,False
Customer 46,pickup,2022-07-15,pickup,pickup,2022-07-16 17:25:04-04:00,,2022-07-15 00:00:00-04:00,Saturday,17,Afternoon,False,1.7257407407407408,False,False,as planned,False
Customer 41,delivery,2022-07-15,pickup,delivery,2022-07-15 16:32:10-04:00,,2022-07-15 00:00:00-04:00,Friday,16,Afternoon,False,0.6890046296296296,True,False,as planned,False
Customer 34,pickup,2022-07-15,pickup,pickup,2022-07-16 15:10:22-04:00,,2022-07-15 00:00:00-04:00,Saturday,15,Afternoon,False,1.6321990740740742,False,False,as planned,False
Customer 30,pickup,2022-07-15,pickup,delivery,2022-07-16 17:16:58-04:00,,2022-07-15 00:00:00-04:00,Saturday,17,Afternoon,False,1.7201157407407408,True,True,delivery,False
Customer 20,pickup,2022-07-15,pickup,reallocate,2022-07-16 12:29:00-04:00,2022-08-06,2022-07-15 00:00:00-04:00,Saturday,12,Morning,True,1.520138888888889,True,True,reallocate,False
Customer 22,delivery,2022-07-15,delivery,delivery,2022-07-15 16:32:14-04:00,,2022-07-15 00:00:00-04:00,Friday,16,Afternoon,False,0.6890509259259259,False,False,as planned,False
Customer 17,delivery,2022-07-15,pickup,delivery,2022-07-16 14:55:41-04:00,,2022-07-15 00:00:00-04:00,Saturday,14,Afternoon,False,1.6220023148148148,True,False,as planned,False
Customer 26,pickup,2022-07-15,pickup,pickup,2022-07-15 16:12:52-04:00,,2022-07-15 00:00:00-04:00,Friday,16,Afternoon,False,0.6756018518518518,False,False,as planned,False
Customer 54,pickup,2022-07-15,pickup,pickup,2022-07-16 12:38:57-04:00,,2022-07-15 00:00:00-04:00,Saturday,12,Morning,False,1.527048611111111,False,False,as planned,False
Customer 39,delivery,2022-07-15,pickup,delivery,2022-07-16 14:55:42-04:00,,2022-07-15 00:00:00-04:00,Saturday,14,Afternoon,False,1.6220138888888889,True,False,as planned,False
Customer 52,pickup,2022-07-15,pickup,pickup,2022-07-16 16:37:06-04:00,,2022-07-15 00:00:00-04:00,Saturday,16,Afternoon,False,1.6924305555555557,False,False,as planned,False
Customer 32,delivery,2022-07-15,delivery,delivery,2022-07-16 14:55:38-04:00,,2022-07-15 00:00:00-04:00,Saturday,14,Afternoon,False,1.6219675925925925,False,False,as planned,False
Customer 37,delivery,2022-07-15,delivery,delivery,2022-07-15 16:32:12-04:00,,2022-07-15 00:00:00-04:00,Friday,16,Afternoon,False,0.6890277777777778,False,False,as planned,False
Customer 9,delivery,2022-07-15,pickup,delivery,2022-07-16 14:55:40-04:00,,2022-07-15 00:00:00-04:00,Saturday,14,Afternoon,False,1.6219907407407408,True,False,as planned,False
Customer 21,pickup,2022-07-15,pickup,pickup,2022-07-15 16:12:41-04:00,,2022-07-15 00:00:00-04:00,Friday,16,Afternoon,False,0.6754745370370371,False,False,as planned,False
Customer 2,pickup,2022-07-15,pickup,pickup,2022-07-16 14:56:08-04:00,,2022-07-15 00:00:00-04:00,Saturday,14,Afternoon,False,1.6223148148148148,False,False,as planned,False
Customer 44,pickup,2022-07-15,pickup,pickup,2022-07-16 14:45:07-04:00,,2022-07-15 00:00:00-04:00,Saturday,14,Afternoon,False,1.6146643518518518,False,False,as planned,False
Customer 47,pickup,2022-07-15,pickup,pickup,2022-07-15 13:39:54-04:00,,2022-07-15 00:00:00-04:00,Friday,13,Afternoon,False,0.569375,False,False,as planned,False
Customer 35,pickup,2022-07-15,pickup,pickup,2022-07-16 12:21:12-04:00,,2022-07-15 00:00:00-04:00,Saturday,12,Morning,False,1.5147222222222223,False,False,as planned,False
Customer 18,pickup,2022-07-15,pickup,pickup,2022-07-15 16:12:17-04:00,,2022-07-15 00:00:00-04:00,Friday,16,Afternoon,False,0.6751967592592593,False,False,as planned,False
Customer 13,pickup,2022-07-15,pickup,pickup,2022-07-16 14:48:54-04:00,2022-08-06,2022-07-15 00:00:00-04:00,Saturday,14,Afternoon,True,1.6172916666666666,False,False,as planned,False
Customer 6,delivery,2022-07-15,delivery,delivery,2022-07-16 17:16:56-04:00,,2022-07-15 00:00:00-04:00,Saturday,17,Afternoon,False,1.7200925925925925,False,False,as planned,False
Customer 1,pickup,2022-07-22,pickup,reallocate,2022-07-29 14:00:54-04:00,2022-08-06,2022-07-22 00:00:00-04:00,Friday,14,Afternoon,True,7.583958333333333,True,True,no-show,True
Customer 11,pickup,2022-07-29,pickup,pickup,2022-07-30 13:32:01-04:00,,2022-07-29 00:00:00-04:00,Saturday,13,Afternoon,False,1.563900462962963,False,False,as planned,False
Customer 14,pickup,2022-07-29,pickup,pickup,2022-07-29 16:09:59-04:00,,2022-07-29 00:00:00-04:00,Friday,16,Afternoon,False,0.673599537037037,False,False,as planned,False
Customer 7,pickup,2022-07-29,pickup,pickup,2022-07-30 15:42:46-04:00,,2022-07-29 00:00:00-04:00,Saturday,15,Afternoon,False,1.6546990740740741,False,False,as planned,False
Customer 45,delivery,2022-07-29,pickup,pickup,2022-07-30 12:20:56-04:00,,2022-07-29 00:00:00-04:00,Saturday,12,Morning,False,1.514537037037037,False,False,as planned,False
Customer 19,delivery,2022-07-29,delivery,delivery,2022-07-29 18:39:49-04:00,,2022-07-29 00:00:00-04:00,Friday,18,Afternoon,False,0.7776504629629629,False,False,as planned,False
Customer 55,pickup,2022-07-29,pickup,pickup,2022-07-30 12:57:59-04:00,,2022-07-29 00:00:00-04:00,Saturday,12,Morning,False,1.5402662037037036,False,False,as planned,False
Customer 33,pickup,2022-07-29,pickup,reallocate,2022-08-03 16:56:47-04:00,,2022-07-29 00:00:00-04:00,Wednesday,16,Afternoon,False,5.706099537037037,True,True,no-show,True
Customer 10,delivery,2022-07-29,pickup,pickup,2022-07-29 16:36:10-04:00,,2022-07-29 00:00:00-04:00,Friday,16,Afternoon,False,0.6917824074074074,False,False,as planned,False
Customer 27,pickup,2022-07-29,pickup,pickup,2022-07-29 16:09:59-04:00,,2022-07-29 00:00:00-04:00,Friday,16,Afternoon,False,0.673599537037037,False,False,as planned,False
Customer 16,pickup,2022-07-29,pickup,pickup,2022-07-30 12:16:30-04:00,,2022-07-29 00:00:00-04:00,Saturday,12,Morning,False,1.5114583333333333,False,False,as planned,False
Customer 3,pickup,2022-07-29,pickup,reallocate,2022-07-29 18:40:01-04:00,,2022-07-29 00:00:00-04:00,Friday,18,Afternoon,False,0.7777893518518518,True,True,reallocate,False
Customer 0,delivery,2022-07-29,delivery,delivery,2022-07-29 18:39:46-04:00,,2022-07-29 00:00:00-04:00,Friday,18,Afternoon,False,0.7776157407407407,False,False,as planned,False
Customer 48,pickup,2022-07-29,pickup,pickup,2022-07-30 14:51:25-04:00,,2022-07-29 00:00:00-04:00,Saturday,14,Afternoon,False,1.6190393518518518,False,False,as planned,False
Customer 23,delivery,2022-07-29,delivery,delivery,2022-07-29 18:39:51-04:00,,2022-07-29 00:00:00-04:00,Friday,18,Afternoon,False,0.7776736111111111,False,False,as planned,False
Customer 40,pickup,2022-07-29,pickup,delivery,2022-07-30 16:10:55-04:00,,2022-07-29 00:00:00-04:00,Saturday,16,Afternoon,False,1.674247685185185,True,True,delivery,False
Customer 38,pickup,2022-07-29,pickup,pickup,2022-07-30 15:34:03-04:00,,2022-07-29 00:00:00-04:00,Saturday,15,Afternoon,False,1.6486458333333334,False,False,as planned,False
Customer 1,pickup,2022-07-29,pickup,reallocate,2022-07-30 19:20:11-04:00,2022-08-06,2022-07-29 00:00:00-04:00,Saturday,19,Afternoon,True,1.8056828703703705,True,True,reallocate,False
Customer 53,pickup,2022-07-29,pickup,pickup,2022-07-30 18:06:29-04:00,,2022-07-29 00:00:00-04:00,Saturday,18,Afternoon,False,1.754502314814815,False,False,as planned,False
Customer 15,pickup,2022-07-29,pickup,pickup,2022-07-29 16:36:22-04:00,,2022-07-29 00:00:00-04:00,Friday,16,Afternoon,False,0.6919212962962963,False,False,as planned,False
Customer 46,pickup,2022-07-29,pickup,reallocate,2022-08-01 18:08:15-04:00,,2022-07-29 00:00:00-04:00,Monday,18,Afternoon,False,3.755729166666667,True,True,no-show,True
Customer 41,delivery,2022-07-29,delivery,delivery,2022-07-29 18:39:54-04:00,,2022-07-29 00:00:00-04:00,Friday,18,Afternoon,False,0.7777083333333333,False,False,as planned,False
Customer 29,delivery,2022-07-29,pickup,reallocate,2022-07-30 19:26:43-04:00,,2022-07-29 00:00:00-04:00,Saturday,19,Afternoon,False,1.8102199074074075,True,True,reallocate,False
Customer 4,pickup,2022-07-29,pickup,pickup,2022-07-30 16:04:54-04:00,,2022-07-29 00:00:00-04:00,Saturday,16,Afternoon,False,1.6700694444444444,False,False,as planned,False
Customer 34,pickup,2022-07-29,pickup,pickup,2022-07-29 17:38:51-04:00,,2022-07-29 00:00:00-04:00,Friday,17,Afternoon,False,0.7353125,False,False,as planned,False
Customer 36,delivery,2022-07-29,pickup,delivery,2022-07-30 19:20:49-04:00,,2022-07-29 00:00:00-04:00,Saturday,19,Afternoon,False,1.8061226851851853,True,False,as planned,False
Customer 20,pickup,2022-07-29,pickup,reallocate,2022-08-03 16:56:46-04:00,2022-08-06,2022-07-29 00:00:00-04:00,Wednesday,16,Afternoon,True,5.706087962962963,True,True,no-show,True
